Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Sminthopsini,Sminthopsis,,boullangerensis
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Sminthopsini,Sminthopsis,,butleri
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Sminthopsini,Sminthopsis,,crassicaudata
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Sminthopsini,Sminthopsis,,dolichura
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Sminthopsini,Sminthopsis,,douglasi
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Sminthopsini,Sminthopsis,,fuliginosus
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Sminthopsini,Sminthopsis,,gilberti
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Sminthopsini,Sminthopsis,,granulipes
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Sminthopsini,Sminthopsis,,griseoventer
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Sminthopsini,Sminthopsis,,hirtipes
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Sminthopsini,Sminthopsis,,leucopus
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Sminthopsini,Sminthopsis,,longicaudata
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Sminthopsini,Sminthopsis,,macroura
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Sminthopsini,Sminthopsis,,murina
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Sminthopsini,Sminthopsis,,ooldea
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Sminthopsini,Sminthopsis,,psammophila
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Sminthopsini,Sminthopsis,,virginiae
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Sminthopsini,Sminthopsis,,virginiae
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Sminthopsini,Sminthopsis,,virginiae
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Sminthopsini,Sminthopsis,,virginiae
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Sminthopsini,Sminthopsis,,youngsoni
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Planigalini,,,
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Planigalini,Planigale,,
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Planigalini,Planigale,,gilesi
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Planigalini,Planigale,,ingrami
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Planigalini,Planigale,,ingrami
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Planigalini,Planigale,,ingrami
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Planigalini,Planigale,,ingrami
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Planigalini,Planigale,,maculata
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Planigalini,Planigale,,maculata
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Planigalini,Planigale,,maculata
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Planigalini,Planigale,,novaeguineae
DASYUROMORPHIA,,,,Dasyuridae,Sminthopsinae,Planigalini,Planigale,,tenuirostris
PERAMELEMORPHIA,,,,,,,,,
PERAMELEMORPHIA,,,,Thylacomyidae,,,,,
PERAMELEMORPHIA,,,,Thylacomyidae,,,Macrotis,,
PERAMELEMORPHIA,,,,Thylacomyidae,,,Macrotis,,lagotis
PERAMELEMORPHIA,,,,Thylacomyidae,,,Macrotis,,leucura
PERAMELEMORPHIA,,,,Chaeropodidae,,,,,
PERAMELEMORPHIA,,,,Chaeropodidae,,,Chaeropus,,
PERAMELEMORPHIA,,,,Chaeropodidae,,,Chaeropus,,ecaudatus
PERAMELEMORPHIA,,,,Peramelidae,,,,,
PERAMELEMORPHIA,,,,Peramelidae,Peramelinae,,,,
PERAMELEMORPHIA,,,,Peramelidae,Peramelinae,,Isoodon,,
PERAMELEMORPHIA,,,,Peramelidae,Peramelinae,,Isoodon,,auratus
PERAMELEMORPHIA,,,,Peramelidae,Peramelinae,,Isoodon,,auratus
PERAMELEMORPHIA,,,,Peramelidae,Peramelinae,,Isoodon,,auratus
PERAMELEMORPHIA,,,,Peramelidae,Peramelinae,,Isoodon,,auratus
PERAMELEMORPHIA,,,,Peramelidae,Peramelinae,,Isoodon,,macrourus
PERAMELEMORPHIA,,,,Peramelidae,Peramelinae,,Isoodon,,macrourus
PERAMELEMORPHIA,,,,Peramelidae,Peramelinae,,Isoodon,,macrourus
PERAMELEMORPHIA,,,,Peramelidae,Peramelinae,,Isoodon,,obesulus
PERAMELEMORPHIA,,,,Peramelidae,Peramelinae,,Isoodon,,obesulus
PERAMELEMORPHIA,,,,Peramelidae,Peramelinae,,Isoodon,,obesulus
PERAMELEMORPHIA,,,,Peramelidae,Peramelinae,,Perameles,,
PERAMELEMORPHIA,,,,Peramelidae,Peramelinae,,Perameles,,bougainville
PERAMELEMORPHIA,,,,Peramelidae,Peramelinae,,Perameles,,eremiana
PERAMELEMORPHIA,,,,Peramelidae,Peramelinae,,Perameles,,gunnii
PERAMELEMORPHIA,,,,Peramelidae,Peramelinae,,Perameles,,nasuta
PERAMELEMORPHIA,,,,Peramelidae,Peroryctinae,,,,
PERAMELEMORPHIA,,,,Peramelidae,Peroryctinae,,Peroryctes,,
PERAMELEMORPHIA,,,,Peramelidae,Peroryctinae,,Peroryctes,,broadbenti
PERAMELEMORPHIA,,,,Peramelidae,Peroryctinae,,Peroryctes,,raffrayana
PERAMELEMORPHIA,,,,Peramelidae,Peroryctinae,,Peroryctes,,raffrayana
PERAMELEMORPHIA,,,,Peramelidae,Peroryctinae,,Peroryctes,,raffrayana
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,,,
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,Echymipera,,
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,Echymipera,,clara
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,Echymipera,,davidi
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,Echymipera,,echinista
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,Echymipera,,kalubu
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,Echymipera,,kalubu
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,Echymipera,,kalubu
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,Echymipera,,kalubu
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,Echymipera,,kalubu
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,Echymipera,,rufescens
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,Echymipera,,rufescens
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,Echymipera,,rufescens
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,Microperoryctes,,
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,Microperoryctes,,longicauda
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,Microperoryctes,,longicauda
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,Microperoryctes,,longicauda
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,Microperoryctes,,longicauda
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,Microperoryctes,,murina
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,Microperoryctes,,papuensis
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,Rhynchomeles,,
PERAMELEMORPHIA,,,,Peramelidae,Echymiperinae,,Rhynchomeles,,prattorum
DIPROTODONTIA,,,,,,,,,
DIPROTODONTIA,VOMBATIFORMES,,,,,,,,
DIPROTODONTIA,VOMBATIFORMES,,,Phascolarctidae,,,,,
DIPROTODONTIA,VOMBATIFORMES,,,Phascolarctidae,,,Phascolarctos,,
DIPROTODONTIA,VOMBATIFORMES,,,Phascolarctidae,,,Phascolarctos,,cinereus
DIPROTODONTIA,VOMBATIFORMES,,,Vombatidae,,,,,
DIPROTODONTIA,VOMBATIFORMES,,,Vombatidae,,,Lasiorhinus,,
DIPROTODONTIA,VOMBATIFORMES,,,Vombatidae,,,Lasiorhinus,,krefftii
DIPROTODONTIA,VOMBATIFORMES,,,Vombatidae,,,Lasiorhinus,,krefftii
DIPROTODONTIA,VOMBATIFORMES,,,Vombatidae,,,Lasiorhinus,,krefftii
DIPROTODONTIA,VOMBATIFORMES,,,Vombatidae,,,Lasiorhinus,,krefftii
DIPROTODONTIA,VOMBATIFORMES,,,Vombatidae,,,Lasiorhinus,,latifrons
DIPROTODONTIA,VOMBATIFORMES,,,Vombatidae,,,Vombatus,,
DIPROTODONTIA,VOMBATIFORMES,,,Vombatidae,,,Vombatus,,ursinus
DIPROTODONTIA,PHALANGERIFORMES,,,,,,,,
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,,,,,,
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Burramyidae,,,,,
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Burramyidae,,,Burramys,,
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Burramyidae,,,Burramys,,parvus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Burramyidae,,,Cercartetus,,
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Burramyidae,,,Cercartetus,,caudatus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Burramyidae,,,Cercartetus,,caudatus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Burramyidae,,,Cercartetus,,caudatus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Burramyidae,,,Cercartetus,,concinnus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Burramyidae,,,Cercartetus,,concinnus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Burramyidae,,,Cercartetus,,concinnus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Burramyidae,,,Cercartetus,,lepidus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Burramyidae,,,Cercartetus,,nanus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Burramyidae,,,Cercartetus,,nanus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Burramyidae,,,Cercartetus,,nanus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,,,,,
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Ailuropinae,,,,
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Ailuropinae,,Ailurops,,
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Ailuropinae,,Ailurops,,melanotis
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Ailuropinae,,Ailurops,,ursinus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Ailuropinae,,Ailurops,,ursinus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Ailuropinae,,Ailurops,,ursinus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Ailuropinae,,Ailurops,,ursinus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Ailuropinae,,Ailurops,,ursinus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,,,,
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,,,
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,alexandrae
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,carmelitae
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,carmelitae
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,carmelitae
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,gymnotis
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,gymnotis
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,gymnotis
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,intercastellanus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,lullulae
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,matabiru
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,matanim
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,mimicus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,mimicus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,mimicus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,orientalis
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,orientalis
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,orientalis
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,ornatus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,rothschildi
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,sericeus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,sericeus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,sericeus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Phalanger,,vestitus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Spilocuscus,,
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Spilocuscus,,kraemeri
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Spilocuscus,,maculatus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Spilocuscus,,maculatus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Spilocuscus,,maculatus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Spilocuscus,,maculatus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Spilocuscus,,maculatus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Spilocuscus,,papuensis
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Phalangerini,Spilocuscus,,rufoniger
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Trichosurini,,,
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Trichosurini,Strigocuscus,,
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Trichosurini,Strigocuscus,,celebensis
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Trichosurini,Strigocuscus,,celebensis
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Trichosurini,Strigocuscus,,celebensis
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Trichosurini,Strigocuscus,,celebensis
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Trichosurini,Strigocuscus,,pelengensis
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Trichosurini,Strigocuscus,,pelengensis
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Trichosurini,Strigocuscus,,pelengensis
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Trichosurini,Trichosurus,,
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Trichosurini,Trichosurus,,arnhemensis
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Trichosurini,Trichosurus,,caninus
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Trichosurini,Trichosurus,,cunninghami
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Trichosurini,Trichosurus,,johnstonii
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Trichosurini,Trichosurus,,vulpecula
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Trichosurini,Wyulda,,
DIPROTODONTIA,PHALANGERIFORMES,,Phalangeroidea,Phalangeridae,Phalangerinae,Trichosurini,Wyulda,,squamicaudata
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,,,,,,
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,,,,,
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Hemibelideinae,,,,
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Hemibelideinae,,Hemibelideus,,
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Hemibelideinae,,Hemibelideus,,lemuroides
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Hemibelideinae,,Petauroides,,
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Hemibelideinae,,Petauroides,,volans
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Hemibelideinae,,Petauroides,,volans
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Hemibelideinae,,Petauroides,,volans
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,,,
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Petropseudes,,
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Petropseudes,,dahli
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudocheirus,,
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudocheirus,,peregrinus
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudocheirus,,peregrinus
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudocheirus,,peregrinus
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudocheirus,,peregrinus
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudocheirus,,peregrinus
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudochirulus,,
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudochirulus,,canescens
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudochirulus,,canescens
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudochirulus,,canescens
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudochirulus,,canescens
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudochirulus,,canescens
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudochirulus,,canescens
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudochirulus,,caroli
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudochirulus,,caroli
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudochirulus,,caroli
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudochirulus,,cinereus
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudochirulus,,forbesi
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudochirulus,,herbertensis
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudochirulus,,larvatus
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudochirulus,,mayeri
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudocheirinae,,Pseudochirulus,,schlegeli
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudochiropsinae,,,,
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudochiropsinae,,Pseudochirops,,
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudochiropsinae,,Pseudochirops,,albertisii
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudochiropsinae,,Pseudochirops,,albertisii
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudochiropsinae,,Pseudochirops,,albertisii
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudochiropsinae,,Pseudochirops,,albertisii
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudochiropsinae,,Pseudochirops,,archeri
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudochiropsinae,,Pseudochirops,,corinnae
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudochiropsinae,,Pseudochirops,,corinnae
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudochiropsinae,,Pseudochirops,,corinnae
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudochiropsinae,,Pseudochirops,,corinnae
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudochiropsinae,,Pseudochirops,,coronatus
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Pseudocheiridae,Pseudochiropsinae,,Pseudochirops,,cupreus
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,,,
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Dactylopsila,,
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Dactylopsila,,megalura
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Dactylopsila,,palpator
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Dactylopsila,,tatei
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Dactylopsila,,trivirgata
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Dactylopsila,,trivirgata
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Dactylopsila,,trivirgata
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Dactylopsila,,trivirgata
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Dactylopsila,,trivirgata
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Gymnobelideus,,
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Gymnobelideus,,leadbeateri
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Petaurus,,
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Petaurus,,abidi
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Petaurus,,australis
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Petaurus,,australis
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Petaurus,,australis
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Petaurus,,biacensis
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Petaurus,,breviceps
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Petaurus,,breviceps
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Petaurus,,breviceps
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Petaurus,,breviceps
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Petaurus,,breviceps
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Petaurus,,gracilis
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Petauridae,,,Petaurus,,norfolcensis
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Tarsipedidae,,,,,
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Tarsipedidae,,,Tarsipes,,
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Tarsipedidae,,,Tarsipes,,rostratus
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Acrobatidae,,,,,
DIPROTODONTIA,PHALANGERIFORMES,,Petauroidea,Acrobatidae,,,Acrobates,,
